code,catalog,messier,name,type,ra_deg,dec_deg,mag,const
NGC1211,NGC,,,Galaxy,46.718417,-0.794472,12.35,Cet
NGC1212,NGC,,,Galaxy,47.425958,40.893083,16.00,Per
NGC1213,NGC,,,Galaxy,47.322125,38.649444,15.65,Per
NGC1214,NGC,,,Galaxy,46.733417,-9.544167,14.97,Eri
NGC1215,NGC,,,Galaxy,46.789417,-9.592667,14.98,Eri
NGC1216,NGC,,,Galaxy,46.827250,-9.612806,15.86,Eri
NGC1217,NGC,,,Galaxy,46.525083,-39.036389,13.30,For
NGC1218,NGC,,,Galaxy,47.109250,4.110917,13.16,Cet
NGC1219,NGC,,,Galaxy,47.116542,2.108583,12.99,Cet
NGC1220,NGC,,,Open Cluster,47.919458,53.348167,11.80,Per
NGC1221,NGC,,,Galaxy,47.064708,-4.259472,14.60,Eri
NGC1222,NGC,,,Galaxy,47.236417,-2.955139,12.55,Eri
NGC1223,NGC,,,Galaxy,47.083042,-4.138389,13.93,Eri
NGC1224,NGC,,,Galaxy,47.806458,41.363694,15.43,Per
NGC1225,NGC,,,Galaxy,47.196750,-4.101556,14.85,Eri
NGC1226,NGC,,,Galaxy,47.772292,35.386833,14.47,Per
NGC1227,NGC,,,Galaxy,47.782208,35.324861,15.68,Per
NGC1228,NGC,,,Galaxy,47.048917,-22.922861,14.31,Eri
NGC1229,NGC,,,Galaxy,47.044958,-22.960806,14.45,Eri
NGC1230,NGC,,,Galaxy,47.068333,-22.984000,15.52,Eri
NGC1231,NGC,,,Galaxy,46.622083,-15.569083,15.00,Eri
NGC1232,NGC,,,Galaxy,47.439625,-20.579306,10.11,Eri
NGC1232A,NGC,,,Galaxy,47.507917,-20.600556,15.29,Eri
NGC1233,NGC,,,Galaxy,48.137958,39.318917,13.16,Per
NGC1234,NGC,,,Galaxy,47.412875,-7.846194,15.24,Eri
NGC1235,NGC,,,Duplicate,48.137958,39.318917,,Per
NGC1236,NGC,,,Galaxy,47.866625,10.808278,15.73,Ari
NGC1237,NGC,,,Double Star,47.537375,-8.692333,,Eri
NGC1238,NGC,,,Galaxy,47.719625,-10.748056,14.33,Eri
NGC1239,NGC,,,Galaxy,47.723833,-2.553139,14.61,Eri
NGC1240,NGC,,,Double Star,48.361167,30.507167,,Ari
NGC1241,NGC,,,Galaxy,47.811000,-8.922139,12.63,Eri
NGC1242,NGC,,,Galaxy,47.830500,-8.902417,13.71,Eri
NGC1243,NGC,,,Double Star,47.856083,-8.945278,,Eri
NGC1244,NGC,,,Galaxy,46.629542,-66.775611,13.92,Hor
NGC1245,NGC,,,Open Cluster,48.672750,47.238694,8.40,Per
NGC1246,NGC,,,Galaxy,46.758708,-66.938639,13.89,Hor
NGC1247,NGC,,,Galaxy,48.059667,-10.481111,12.48,Eri
NGC1248,NGC,,,Galaxy,48.202333,-5.224694,12.67,Eri
NGC1249,NGC,,,Galaxy,47.505125,-53.335750,11.77,Hor
NGC1250,NGC,,,Galaxy,48.837917,41.355417,12.83,Per
NGC1251,NGC,,,Double Star,48.537958,1.456528,,Cet
NGC1252,NGC,,,Open Cluster,47.684583,-57.758611,,Hor
NGC1253,NGC,,,Galaxy,48.537708,-2.822944,11.78,Eri
NGC1253A,NGC,,,Galaxy,48.597083,-2.800833,13.80,Eri
NGC1254,NGC,,,Galaxy,48.600208,2.677361,15.42,Cet
NGC1255,NGC,,,Galaxy,48.383500,-25.725167,11.17,For
NGC1256,NGC,,,Galaxy,48.492792,-21.986417,13.55,Eri
NGC1257,NGC,,,Double Star,49.248125,41.529056,,Per
NGC1258,NGC,,,Galaxy,48.522792,-21.774278,13.95,Eri
NGC1259,NGC,,,Galaxy,49.322000,41.385500,15.21,Per
NGC1260,NGC,,,Galaxy,49.363500,41.405222,14.30,Per
NGC1261,NGC,,,Globular Cluster,48.063917,-55.216806,8.63,Hor
NGC1262,NGC,,,Galaxy,48.889917,-15.879306,14.20,Eri
NGC1263,NGC,,,Galaxy,48.914833,-15.098306,14.99,Eri
NGC1264,NGC,,,Galaxy,49.498208,41.520278,15.24,Per
NGC1265,NGC,,,Galaxy,49.565250,41.857750,11.92,Per
NGC1266,NGC,,,Galaxy,49.003125,-2.427361,14.39,Eri
NGC1267,NGC,,,Galaxy,49.687167,41.467722,12.98,Per
NGC1268,NGC,,,Galaxy,49.688167,41.488694,14.84,Per
NGC1269,NGC,,,Galaxy,49.327458,-41.108056,8.70,Eri
NGC1270,NGC,,,Galaxy,49.742292,41.470000,13.03,Per
NGC1271,NGC,,,Galaxy,49.797000,41.353250,15.10,Per
NGC1272,NGC,,,Galaxy,49.838708,41.490639,11.88,Per
NGC1273,NGC,,,Galaxy,49.861417,41.540528,13.16,Per
NGC1274,NGC,,,Galaxy,49.918958,41.548639,15.09,Per
NGC1275,NGC,,Perseus A,Galaxy,49.950667,41.511694,12.24,Per
NGC1276,NGC,,,Double Star,49.963375,41.641972,,Per
NGC1277,NGC,,,Galaxy,49.964542,41.573528,13.51,Per
NGC1278,NGC,,,Galaxy,49.975625,41.563389,12.45,Per
NGC1279,NGC,,,Galaxy,49.996125,41.479528,17.23,Per
NGC1280,NGC,,,Galaxy,49.487792,-0.169083,13.41,Cet
NGC1281,NGC,,,Galaxy,50.025458,41.630028,13.35,Per
NGC1282,NGC,,,Galaxy,50.050500,41.367000,12.88,Per
NGC1283,NGC,,,Galaxy,50.064667,41.398667,13.61,Per
NGC1284,NGC,,,Galaxy,49.439625,-10.289083,14.36,Eri
NGC1285,NGC,,,Galaxy,49.472625,-7.297806,13.59,Eri
NGC1286,NGC,,,Galaxy,49.452208,-7.616861,14.74,Eri
NGC1287,NGC,,,Galaxy,49.639458,-2.730833,14.72,Eri
NGC1288,NGC,,,Galaxy,49.304958,-32.575889,12.17,For
NGC1289,NGC,,,Galaxy,49.707542,-1.973333,12.57,Eri
NGC1290,NGC,,,Galaxy,49.854875,-13.989611,15.40,Eri
NGC1291,NGC,,,Duplicate,49.327458,-41.108056,,Eri
NGC1292,NGC,,,Galaxy,49.562042,-27.610333,12.13,For
NGC1293,NGC,,,Galaxy,50.401917,41.392833,13.39,Per
NGC1294,NGC,,,Galaxy,50.416500,41.360556,13.26,Per
NGC1295,NGC,,,Galaxy,50.013750,-13.998250,15.01,Eri
NGC1296,NGC,,,Galaxy,49.707125,-13.062444,14.76,Eri
NGC1297,NGC,,,Galaxy,49.809250,-19.100000,14.70,Eri
NGC1298,NGC,,,Galaxy,50.054500,-2.114111,13.96,Eri
NGC1299,NGC,,,Galaxy,50.040333,-6.262000,13.60,Eri
NGC1300,NGC,,,Galaxy,49.921167,-19.411361,10.52,Eri
NGC1301,NGC,,,Galaxy,50.147208,-18.715333,13.40,Eri
NGC1302,NGC,,,Galaxy,49.963250,-26.060444,10.63,For
NGC1303,NGC,,,Galaxy,50.169958,-7.394417,14.73,Eri
NGC1304,NGC,,,Galaxy,50.303250,-4.584083,14.39,Eri
NGC1305,NGC,,,Galaxy,50.345708,-2.316833,11.97,Eri
NGC1306,NGC,,,Galaxy,50.262458,-25.512556,13.76,For
NGC1307,NGC,,,Duplicate,50.303250,-4.584083,,Eri
NGC1308,NGC,,,Galaxy,50.618917,-2.757139,14.70,Eri
NGC1309,NGC,,,Galaxy,50.527333,-15.400056,11.58,Eri
NGC1310,NGC,,,Galaxy,50.264292,-37.101694,12.10,For
NGC1311,NGC,,,Galaxy,50.029000,-52.185528,12.94,Hor
NGC1312,NGC,,,Double Star,50.923875,1.184667,,Tau
NGC1313,NGC,,,Galaxy,49.566875,-66.498250,9.49,Ret
NGC1313A,NGC,,,Galaxy,50.023750,-66.701111,14.73,Ret
NGC1314,NGC,,,Galaxy,50.671500,-4.186556,14.86,Eri
NGC1315,NGC,,,Galaxy,50.777458,-21.375167,13.65,Eri
NGC1316,NGC,,Fornax A,Galaxy,50.673833,-37.208222,8.48,For
NGC1316A,NGC,,,Galaxy,50.907917,-36.903889,14.67,For
NGC1316B,NGC,,,Galaxy,50.915000,-36.908333,15.10,For
NGC1316C,NGC,,,Galaxy,51.243333,-37.009444,14.29,For
NGC1317,NGC,,Fornax B,Galaxy,50.684542,-37.103694,10.88,For
NGC1318,NGC,,,Duplicate,50.684542,-37.103694,,For
NGC1319,NGC,,,Galaxy,50.985250,-21.527722,13.94,Eri
NGC1320,NGC,,,Galaxy,51.202917,-3.042278,13.38,Eri
NGC1321,NGC,,,Galaxy,51.202375,-3.015583,13.67,Eri
NGC1322,NGC,,,Galaxy,51.227958,-2.919222,14.35,Eri
NGC1323,NGC,,,Galaxy,51.233667,-2.822083,16.02,Eri
NGC1324,NGC,,,Galaxy,51.257000,-5.745806,13.40,Eri
NGC1325,NGC,,,Galaxy,51.106542,-21.544028,11.54,Eri
NGC1325A,NGC,,,Galaxy,51.202083,-21.336111,12.84,Eri
NGC1326,NGC,,,Galaxy,50.985000,-36.464667,10.45,For
NGC1326A,NGC,,,Galaxy,51.285417,-36.363889,14.05,For
NGC1326B,NGC,,,Galaxy,51.334583,-36.385000,13.27,For
NGC1327,NGC,,,Galaxy,51.346292,-25.680278,15.47,For
NGC1328,NGC,,,Galaxy,51.412917,-4.124944,14.73,Eri
NGC1329,NGC,,,Galaxy,51.510792,-17.591500,12.65,Eri
NGC1330,NGC,,,Other,52.268625,41.675250,,Per
NGC1331,NGC,,,Galaxy,51.617875,-21.355306,13.42,Eri
NGC1332,NGC,,,Galaxy,51.571875,-21.335222,10.36,Eri
NGC1333,NGC,,,Cluster+Nebula,52.230000,31.370000,10.90,Per
NGC1334,NGC,,,Galaxy,52.507667,41.832028,14.73,Per
NGC1335,NGC,,,Galaxy,52.581208,41.572750,15.66,Per
NGC1336,NGC,,,Galaxy,51.634125,-35.713556,12.31,For
NGC1337,NGC,,,Galaxy,52.024833,-8.388611,12.86,Eri
NGC1338,NGC,,,Galaxy,52.227292,-12.153361,14.00,Eri
NGC1339,NGC,,,Galaxy,52.027417,-32.286111,11.75,For
NGC1340,NGC,,,Galaxy,52.081958,-31.068167,10.37,For
NGC1341,NGC,,,Galaxy,51.993417,-37.150000,12.42,For
NGC1342,NGC,,,Open Cluster,52.917167,37.379389,6.70,Per
NGC1343,NGC,,,Galaxy,54.457083,72.571333,12.37,Cas
NGC1344,NGC,,,Duplicate,52.081958,-31.068167,,For
NGC1345,NGC,,,Galaxy,52.382042,-17.778389,13.75,Eri
NGC1346,NGC,,,Galaxy,52.555292,-5.543306,16.39,Eri
NGC1347,NGC,,,GPair,52.422917,-22.285000,,Eri
NGC1347 NED01,NGC,,,Galaxy,52.424167,-22.279139,13.77,Eri
NGC1347 NED02,NGC,,,Galaxy,52.421625,-22.291000,16.20,Eri
NGC1348,NGC,,,Open Cluster,53.535375,51.420528,,Per
NGC1349,NGC,,,Galaxy,52.864583,4.380833,13.09,Tau
NGC1350,NGC,,,Galaxy,52.783833,-33.628639,10.31,For
NGC1351,NGC,,,Galaxy,52.645750,-34.853944,11.46,For
NGC1351A,NGC,,,Galaxy,52.202917,-35.178056,13.81,For
NGC1352,NGC,,,Galaxy,52.887417,-19.278444,13.35,Eri
NGC1353,NGC,,,Galaxy,53.012583,-20.819167,11.46,Eri
NGC1354,NGC,,,Galaxy,53.122375,-15.221139,13.46,Eri
NGC1355,NGC,,,Galaxy,53.347917,-4.998694,13.19,Eri
NGC1356,NGC,,,Galaxy,52.669958,-50.309611,13.14,Hor
NGC1357,NGC,,,Galaxy,53.321167,-13.664139,11.44,Eri
NGC1358,NGC,,,Galaxy,53.415292,-5.089389,12.78,Eri
NGC1359,NGC,,,Galaxy,53.448792,-19.492056,12.35,Eri
NGC1360,NGC,,,Planetary Nebula,53.311042,-25.871722,9.40,For
NGC1361,NGC,,,Galaxy,53.573917,-6.265000,14.68,Eri
NGC1362,NGC,,,Galaxy,53.471167,-20.282639,13.78,Eri
NGC1363,NGC,,,Galaxy,53.706542,-9.842472,13.96,Eri
NGC1364,NGC,,,Galaxy,53.745750,-9.838639,15.38,Eri
NGC1365,NGC,,,Galaxy,53.401542,-36.140389,10.10,For
NGC1366,NGC,,,Galaxy,53.473667,-31.194111,11.91,For
NGC1367,NGC,,,Galaxy,53.755583,-24.933222,10.66,For
NGC1368,NGC,,,Galaxy,53.745417,-15.655917,15.23,Eri
NGC1369,NGC,,,Galaxy,54.188542,-36.256222,13.69,Eri
NGC1370,NGC,,,Galaxy,53.810708,-20.373667,13.54,Eri
NGC1371,NGC,,,Duplicate,53.755583,-24.933222,,For
NGC1372,NGC,,,Galaxy,54.248917,-15.881472,15.35,Eri
NGC1373,NGC,,,Galaxy,53.746708,-35.171111,13.26,For
NGC1374,NGC,,,Galaxy,53.819125,-35.226250,11.14,For
NGC1375,NGC,,,Galaxy,53.820083,-35.265667,12.39,For
NGC1376,NGC,,,Galaxy,54.274667,-5.042750,12.85,Eri
NGC1377,NGC,,,Galaxy,54.162833,-20.902250,13.49,Eri
NGC1378,NGC,,,Double Star,53.992500,-35.211167,,For
NGC1379,NGC,,,Galaxy,54.016458,-35.441194,11.02,For
NGC1380,NGC,,,Galaxy,54.114958,-34.976222,9.94,For
NGC1380A,NGC,,,Galaxy,54.197917,-34.739722,12.39,For
NGC1380B,NGC,,,Duplicate,54.287333,-35.195028,,For
NGC1381,NGC,,,Galaxy,54.132000,-35.295194,11.47,For
NGC1382,NGC,,,Galaxy,54.287333,-35.195028,12.86,For
NGC1383,NGC,,,Galaxy,54.413500,-18.339472,12.50,Eri
NGC1384,NGC,,,Galaxy,54.806625,15.819556,15.55,Tau
NGC1385,NGC,,,Galaxy,54.370208,-24.500306,11.03,For
NGC1386,NGC,,,Galaxy,54.192417,-35.999417,11.86,Eri
NGC1387,NGC,,,Galaxy,54.237750,-35.506639,10.75,For
NGC1388,NGC,,,Galaxy,54.550042,-15.899417,14.84,Eri
NGC1389,NGC,,,Galaxy,54.299083,-35.745583,11.51,Eri
NGC1390,NGC,,,Galaxy,54.467375,-19.008361,14.07,Eri
NGC1391,NGC,,,Galaxy,54.720667,-18.354111,13.35,Eri
NGC1392,NGC,,,Galaxy,54.445875,-36.147417,16.95,Eri
NGC1393,NGC,,,Galaxy,54.660750,-18.427972,12.06,Eri
NGC1394,NGC,,,Galaxy,54.778833,-18.292278,12.82,Eri
NGC1395,NGC,,,Galaxy,54.623958,-23.027528,9.65,Eri
NGC1396,NGC,,,Galaxy,54.527250,-35.440111,14.88,For
NGC1397,NGC,,,Galaxy,54.946458,-4.670111,14.70,Eri
NGC1398,NGC,,,Galaxy,54.717208,-26.337833,9.55,For
NGC1399,NGC,,,Galaxy,54.620958,-35.450667,9.40,For
NGC1400,NGC,,,Galaxy,54.878500,-18.688083,11.06,Eri
NGC1401,NGC,,,Galaxy,54.841042,-22.724694,12.29,Eri
NGC1402,NGC,,,Galaxy,54.877375,-18.526944,13.54,Eri
NGC1403,NGC,,,Galaxy,54.795167,-22.388750,12.74,Eri
NGC1404,NGC,,,Galaxy,54.716333,-35.594389,9.93,Eri
NGC1405,NGC,,,Galaxy,55.078875,-15.530194,15.03,Eri
NGC1406,NGC,,,Galaxy,54.847083,-31.321417,11.82,For
NGC1407,NGC,,,Galaxy,55.049417,-18.580111,9.65,Eri
NGC1408,NGC,,,Double Star,54.822000,-35.500833,,For
NGC1409,NGC,,,Galaxy,55.293458,-1.302556,14.76,Tau
NGC1410,NGC,,,Galaxy,55.294792,-1.298778,15.22,Tau
NGC1411,NGC,,,Galaxy,54.686958,-44.100611,11.19,Hor
NGC1412,NGC,,,Galaxy,55.122375,-26.862250,13.13,For
NGC1413,NGC,,,Galaxy,55.048125,-15.610778,15.23,Eri
NGC1414,NGC,,,Galaxy,55.237667,-21.713139,14.67,Eri
NGC1415,NGC,,,Galaxy,55.236917,-22.564472,11.53,Eri
NGC1416,NGC,,,Galaxy,55.262042,-22.719111,14.18,Eri
NGC1417,NGC,,,Galaxy,55.489250,-4.704861,12.08,Eri
NGC1418,NGC,,,Galaxy,55.567333,-4.730750,13.73,Eri
NGC1419,NGC,,,Galaxy,55.175458,-37.510833,12.61,Eri
NGC1420,NGC,,,Other,55.666000,-5.852556,,Eri
NGC1421,NGC,,,Galaxy,55.622000,-13.488028,11.52,Eri
NGC1422,NGC,,,Galaxy,55.379458,-21.681528,14.05,Eri
NGC1423,NGC,,,Galaxy,55.667083,-6.381833,14.79,Eri
NGC1424,NGC,,,Galaxy,55.808500,-4.730083,13.80,Eri
NGC1425,NGC,,,Galaxy,55.547792,-29.893333,10.70,For
NGC1426,NGC,,,Galaxy,55.704625,-22.108361,11.47,Eri
NGC1427,NGC,,,Galaxy,55.580917,-35.392556,10.88,For
NGC1427A,NGC,,,Galaxy,55.038750,-35.624444,13.40,Eri
NGC1428,NGC,,,Galaxy,55.594708,-35.154000,13.84,For
NGC1429,NGC,,,Other,56.017167,-4.718111,,Eri
NGC1430,NGC,,,Star,55.855083,-18.225083,,Eri
NGC1431,NGC,,,Galaxy,56.170000,2.834944,15.58,Tau
NGC1432,NGC,,Maia Nebula,HII Region,56.456625,24.367861,,Tau
NGC1433,NGC,,,Galaxy,55.506458,-47.222083,9.95,Hor
NGC1434,NGC,,,Galaxy,56.553625,-9.682611,15.36,Eri
NGC1435,NGC,,Merope Nebula,Neb,56.542042,23.764972,,Tau
NGC1436,NGC,,,Galaxy,55.904500,-35.853028,11.69,Eri
NGC1437,NGC,,,Duplicate,55.904500,-35.853028,,Eri
NGC1437B,NGC,,,Galaxy,56.478333,-36.356944,13.88,Eri
NGC1438,NGC,,,Galaxy,56.321792,-23.002472,12.44,Eri
NGC1439,NGC,,,Galaxy,56.208125,-21.920556,11.39,Eri
NGC1440,NGC,,,Galaxy,56.262125,-18.266028,11.63,Eri
NGC1441,NGC,,,Galaxy,56.429667,-4.091583,12.93,Eri
NGC1442,NGC,,,Duplicate,56.262125,-18.266028,,Eri
NGC1443,NGC,,,Star,56.471000,-4.052722,,Eri
NGC1444,NGC,,,Open Cluster,57.370333,52.655333,6.60,Per
NGC1445,NGC,,,Galaxy,56.234250,-9.855861,15.02,Eri
NGC1446,NGC,,,Star,56.489417,-4.112167,13.50,Eri
NGC1447,NGC,,,Galaxy,56.446458,-9.018694,16.02,Eri
NGC1448,NGC,,,Galaxy,56.133000,-44.644833,10.94,Hor
NGC1449,NGC,,,Galaxy,56.512792,-4.138111,13.47,Eri
NGC1450,NGC,,,Galaxy,56.402667,-9.234861,15.22,Eri
NGC1451,NGC,,,Galaxy,56.529833,-4.069194,13.34,Eri
NGC1452,NGC,,,Galaxy,56.342958,-18.633639,11.84,Eri
NGC1453,NGC,,,Galaxy,56.613542,-3.968778,11.41,Eri
NGC1454,NGC,,,Star,56.497250,-20.652306,,Eri
NGC1455,NGC,,,Duplicate,56.342958,-18.633639,,Eri
NGC1456,NGC,,,Double Star,57.034375,22.558611,10.96,Tau
NGC1457,NGC,,,Duplicate,56.133000,-44.644833,,Hor
NGC1458,NGC,,,Other,56.742958,-18.241139,,Eri
NGC1459,NGC,,,Galaxy,56.741417,-25.521750,13.68,For
NGC1460,NGC,,,Galaxy,56.557250,-36.696333,13.53,Eri
NGC1461,NGC,,,Galaxy,57.113083,-16.392889,11.81,Eri
NGC1462,NGC,,,Galaxy,57.597625,6.973056,15.23,Tau
NGC1463,NGC,,,Galaxy,56.564250,-59.810139,13.47,Ret
NGC1464,NGC,,,Galaxy,57.852167,-15.402250,14.73,Eri
NGC1465,NGC,,,Galaxy,58.382958,32.492806,14.79,Per
NGC1466,NGC,,,Globular Cluster,56.138958,-71.671583,11.59,Hyi
NGC1467,NGC,,,Galaxy,57.970000,-8.838194,15.24,Eri
NGC1468,NGC,,,Galaxy,58.052417,-6.348944,14.99,Eri
NGC1469,NGC,,,Galaxy,60.115708,68.577722,14.45,Cam
NGC1470,NGC,,,Galaxy,58.041000,-8.999361,14.62,Eri
NGC1471,NGC,,,Duplicate,57.852167,-15.402250,,Eri
NGC1472,NGC,,,Galaxy,58.447292,-8.568472,16.03,Eri
NGC1473,NGC,,,Galaxy,56.859583,-68.220583,12.91,Hyi
NGC1474,NGC,,,Galaxy,58.626458,10.707000,13.76,Tau
NGC1475,NGC,,,Galaxy,58.457625,-8.137500,16.41,Eri
NGC1476,NGC,,,Galaxy,58.036625,-44.532472,13.82,Hor
NGC1477,NGC,,,Galaxy,58.512000,-8.574972,16.16,Eri
NGC1478,NGC,,,Galaxy,58.530583,-8.555417,16.23,Eri
NGC1479,NGC,,,Other,58.585167,-10.208611,,Eri
NGC1480,NGC,,,Other,58.634917,-10.258833,,Eri
NGC1481,NGC,,,Galaxy,58.620667,-20.427167,14.56,Eri
NGC1482,NGC,,,Galaxy,58.662333,-20.502667,12.14,Eri
NGC1483,NGC,,,Galaxy,58.198500,-47.477528,12.76,Hor
NGC1484,NGC,,,Galaxy,58.583875,-36.968889,13.71,Eri
NGC1485,NGC,,,Galaxy,61.266417,70.996528,12.37,Cam
NGC1486,NGC,,,Galaxy,59.077917,-21.821139,15.17,Eri
NGC1487,NGC,,,GPair,58.942083,-42.368056,,Eri
NGC1487 NED01,NGC,,,Galaxy,58.939042,-42.367694,11.90,Eri
NGC1487 NED02,NGC,,,Galaxy,58.946542,-42.368583,11.68,Eri
NGC1488,NGC,,,Double Star,60.018042,18.567306,,Tau
NGC1489,NGC,,,Galaxy,59.408750,-19.216639,13.80,Eri
NGC1490,NGC,,,Galaxy,58.392583,-66.018056,13.64,Ret
NGC1491,NGC,,,HII Region,60.806500,51.316083,,Per
NGC1492,NGC,,,Galaxy,59.554708,-35.446361,14.29,Eri
NGC1493,NGC,,,Galaxy,59.364292,-46.210694,11.44,Hor
NGC1494,NGC,,,Galaxy,59.428750,-48.908083,11.95,Hor
NGC1495,NGC,,,Galaxy,59.590917,-44.466250,12.64,Hor
NGC1496,NGC,,,Open Cluster,61.132875,52.661389,9.60,Per
NGC1497,NGC,,,Galaxy,60.528417,23.132917,14.58,Tau
NGC1498,NGC,,,Open Cluster,60.080417,-12.019722,,Eri
NGC1499,NGC,,California Nebula,Neb,60.810083,36.367472,5.00,Per
NGC1500,NGC,,,Galaxy,59.558208,-52.328167,14.84,Dor
NGC1501,NGC,,,Planetary Nebula,61.747375,60.920694,11.50,Cam
NGC1502,NGC,,,Open Cluster,61.955417,62.331528,6.90,Cam
NGC1503,NGC,,,Galaxy,59.138500,-66.040667,14.41,Ret
NGC1504,NGC,,,Galaxy,60.623750,-9.335389,15.51,Eri
NGC1505,NGC,,,Galaxy,60.651667,-9.322417,14.74,Eri
NGC1506,NGC,,,Galaxy,60.089875,-52.573722,13.22,Dor
NGC1507,NGC,,,Galaxy,61.113375,-2.188583,12.41,Eri
NGC1508,NGC,,,Galaxy,61.448500,25.408472,15.22,Tau
NGC1509,NGC,,,Galaxy,60.980000,-11.179028,14.60,Eri
NGC1510,NGC,,,Galaxy,60.886000,-43.400111,13.02,Hor
NGC1511,NGC,,,Galaxy,59.904083,-67.634250,11.30,Hyi
NGC1511A,NGC,,,Galaxy,60.077500,-67.806944,14.28,Hyi
NGC1511B,NGC,,,Galaxy,60.227917,-67.611944,15.18,Hyi
NGC1512,NGC,,,Galaxy,60.976167,-43.348861,10.37,Hor
NGC1513,NGC,,,Open Cluster,62.477917,49.517278,8.40,Per
NGC1514,NGC,,,Planetary Nebula,62.320625,30.775917,10.19,Tau
NGC1515,NGC,,,Galaxy,61.011333,-54.100056,10.99,Dor
NGC1515A,NGC,,,Galaxy,60.957500,-54.113056,15.38,Dor
NGC1516,NGC,,,GPair,62.032083,-8.831389,,Eri
NGC1516A,NGC,,,Galaxy,62.030833,-8.829167,14.08,Eri
NGC1516B,NGC,,,Galaxy,62.034625,-8.835722,15.00,Eri
NGC1517,NGC,,,Galaxy,62.299708,8.648806,14.25,Tau
NGC1518,NGC,,,Galaxy,61.707167,-21.172639,11.79,Eri
NGC1519,NGC,,,Galaxy,62.031667,-17.192889,12.96,Eri
NGC1520,NGC,,,Open Cluster,59.379042,-76.833944,,Men
NGC1521,NGC,,,Galaxy,62.078875,-21.051972,11.57,Eri
NGC1522,NGC,,,Galaxy,61.533000,-52.668417,13.60,Dor
NGC1523,NGC,,,Other,61.545917,-54.088306,,Dor
NGC1524,NGC,,,Duplicate,62.030833,-8.829167,,Eri
NGC1525,NGC,,,Duplicate,62.034625,-8.835722,,Eri
NGC1526,NGC,,,Galaxy,61.301250,-65.839806,14.60,Ret
NGC1527,NGC,,,Galaxy,62.100583,-47.897028,10.80,Hor
NGC1528,NGC,,,Open Cluster,63.828625,51.211472,6.40,Per
NGC1529,NGC,,,Galaxy,61.832833,-62.899306,14.40,Ret
NGC1530,NGC,,,Galaxy,65.862917,75.295583,11.70,Cam
NGC1530A,NGC,,,Galaxy,71.118750,75.639750,12.43,Cam
NGC1531,NGC,,,Galaxy,62.997167,-32.850806,12.13,Eri
NGC1532,NGC,,,Galaxy,63.018042,-32.874222,10.13,Eri
NGC1533,NGC,,,Galaxy,62.466000,-56.118444,10.65,Dor
NGC1534,NGC,,,Galaxy,62.191958,-62.797583,13.77,Ret
NGC1535,NGC,,,Planetary Nebula,63.565708,-12.739389,9.60,Eri
NGC1536,NGC,,,Galaxy,62.749417,-56.480444,12.90,Ret
NGC1537,NGC,,,Galaxy,63.419625,-31.645417,10.72,Eri
NGC1538,NGC,,,Galaxy,63.733667,-13.191722,15.98,Eri
NGC1539,NGC,,,Galaxy,64.758167,26.827500,15.45,Tau
NGC1540,NGC,,,Galaxy,63.794417,-28.488472,15.05,Eri
NGC1540A,NGC,,,Galaxy,63.791708,-28.482083,14.61,Eri
NGC1541,NGC,,,Galaxy,64.250958,0.835194,13.53,Tau
NGC1542,NGC,,,Galaxy,64.309083,4.781639,13.89,Tau
NGC1543,NGC,,,Galaxy,63.180208,-57.737972,10.17,Ret
NGC1544,NGC,,,Galaxy,75.650625,86.222333,14.07,Cep
NGC1545,NGC,,,Open Cluster,65.234417,50.255333,6.20,Per
NGC1546,NGC,,,Galaxy,63.652250,-56.060806,11.35,Dor
NGC1547,NGC,,,Galaxy,64.301708,-17.857472,14.39,Eri
NGC1548,NGC,,,Open Cluster,65.329583,36.916333,,Per
NGC1549,NGC,,,Galaxy,63.938042,-55.592250,9.75,Dor
NGC1550,NGC,,,Galaxy,64.908042,2.409472,12.08,Tau
NGC1551,NGC,,,Duplicate,64.908042,2.409472,,Tau
NGC1552,NGC,,,Galaxy,65.073667,-0.692722,14.35,Eri
NGC1553,NGC,,,Galaxy,64.043625,-55.780139,9.31,Dor
NGC1554,NGC,,,Star,65.431458,19.520583,,Tau
NGC1555,NGC,,Hind's Nebula,Reflection Nebula,65.497625,19.535167,9.98,Tau
NGC1556,NGC,,,Galaxy,64.436792,-50.164444,13.06,Dor
NGC1557,NGC,,,Open Cluster,63.296542,-70.424944,,Hyi
NGC1558,NGC,,,Galaxy,65.067417,-45.031472,13.29,Cae
NGC1559,NGC,,,Galaxy,64.399042,-62.783667,10.60,Ret
NGC1560,NGC,,,Galaxy,68.204542,71.883111,11.50,Cam
NGC1561,NGC,,,Galaxy,65.754500,-15.845667,14.81,Eri
NGC1562,NGC,,,Galaxy,65.448417,-15.755444,15.18,Eri
NGC1563,NGC,,,Galaxy,65.724792,-15.732639,15.65,Eri
NGC1564,NGC,,,Galaxy,65.753958,-15.738861,15.62,Eri
NGC1565,NGC,,,Galaxy,65.847708,-15.744333,14.69,Eri
NGC1566,NGC,,,Galaxy,65.001750,-54.937806,9.73,Dor
NGC1567,NGC,,,Galaxy,65.286458,-48.254778,13.46,Cae
NGC1568,NGC,,,Galaxy,66.105583,-0.746222,14.82,Eri
NGC1569,NGC,,,Galaxy,67.704417,64.847944,11.11,Cam
NGC1570,NGC,,,Galaxy,65.537250,-43.629556,14.00,Cae
NGC1571,NGC,,,Duplicate,65.537250,-43.629556,,Cae
