code,catalog,messier,name,type,ra_deg,dec_deg,mag,const
IC1900,IC,,,Galaxy,48.980125,37.154111,13.86,Per
IC1901,IC,,,Galaxy,49.010875,37.112444,16.76,Per
IC1902,IC,,,Galaxy,49.051750,37.177444,15.60,Per
IC1903,IC,,,GPair,48.293125,-50.569833,,Hor
IC1903 NED01,IC,,,Galaxy,48.285667,-50.562611,17.32,Hor
IC1903 NED02,IC,,,Galaxy,48.302292,-50.577750,16.60,Hor
IC1904,IC,,,Galaxy,48.753208,-30.708028,14.42,For
IC1905,IC,,,Other,49.700000,41.365444,,Per
IC1906,IC,,,Galaxy,49.023542,-34.360639,14.46,For
IC1907,IC,,,Duplicate,49.975625,41.563389,,Per
IC1908,IC,,,Galaxy,48.772083,-54.819972,14.08,Hor
IC1909,IC,,,Galaxy,49.333417,-33.690056,14.52,For
IC1910,IC,,,Other,49.490792,-21.434750,,Eri
IC1911,IC,,,Star,50.204917,35.321806,,Per
IC1912,IC,,,Galaxy,49.180958,-50.654889,15.83,Hor
IC1913,IC,,,Galaxy,49.893917,-32.465028,14.44,For
IC1914,IC,,,Galaxy,49.855167,-49.599722,13.04,Hor
IC1915,IC,,,Galaxy,49.966458,-50.691194,16.17,Hor
IC1916,IC,,,Galaxy,50.068833,-49.041917,15.40,Hor
IC1917,IC,,,Galaxy,50.551500,-53.185194,16.17,Hor
IC1918,IC,,,Galaxy,51.574542,4.541028,15.57,Tau
IC1919,IC,,,Galaxy,51.509333,-32.894556,13.79,For
IC1920,IC,,,Galaxy,51.101667,-52.713583,16.00,Hor
IC1921,IC,,,Other,51.175458,-50.698000,,Hor
IC1922,IC,,,Galaxy,51.179292,-50.740528,16.90,Hor
IC1923,IC,,,Other,51.219333,-50.555833,,Hor
IC1923 NED01,IC,,,Galaxy,51.220458,-50.555556,17.60,Hor
IC1923 NED02,IC,,,Star,51.215708,-50.555694,,Hor
IC1924,IC,,,Galaxy,51.281958,-51.703444,16.69,Hor
IC1925,IC,,,Other,51.315375,-51.256889,,Hor
IC1926,IC,,,Galaxy,51.329292,-51.701056,16.59,Hor
IC1927,IC,,,Double Star,51.332042,-51.719444,,Hor
IC1928,IC,,,Galaxy,51.871583,-21.560167,14.13,Eri
IC1929,IC,,,Galaxy,51.357708,-51.267194,14.16,Hor
IC1930,IC,,,Galaxy,52.192750,4.383556,15.81,Tau
IC1931,IC,,,Galaxy,52.240500,1.750722,15.44,Tau
IC1932,IC,,,Galaxy,51.475125,-51.343167,14.59,Hor
IC1933,IC,,,Galaxy,51.416208,-52.785500,12.57,Hor
IC1934,IC,,,Galaxy,52.808417,42.792278,16.00,Per
IC1935,IC,,,Galaxy,51.555417,-50.010444,14.26,Hor
IC1936,IC,,,Galaxy,51.616833,-51.323194,16.04,Hor
IC1937,IC,,,Galaxy,51.698500,-48.702556,14.89,Hor
IC1938,IC,,,Galaxy,51.793500,-53.009889,15.51,Hor
IC1939,IC,,,Other,51.935708,-51.070917,,Hor
IC1940,IC,,,Galaxy,51.926417,-52.139444,14.78,Hor
IC1941,IC,,,Other,53.062250,24.383722,,Tau
IC1942,IC,,,GPair,51.972083,-52.676944,,Hor
IC1942 NED01,IC,,,Galaxy,51.969792,-52.677472,17.28,Hor
IC1942 NED02,IC,,,Galaxy,51.974625,-52.675806,15.37,Hor
IC1943,IC,,,Duplicate,54.686958,-44.100611,,Hor
IC1944,IC,,,Galaxy,52.416667,-47.996167,15.75,Hor
IC1945,IC,,,Galaxy,52.319000,-52.627167,15.31,Hor
IC1946,IC,,,Galaxy,52.342458,-52.619333,14.44,Hor
IC1947,IC,,,Galaxy,52.636750,-50.338528,14.78,Hor
IC1948,IC,,,Galaxy,52.708542,-47.964861,15.69,Hor
IC1949,IC,,,Galaxy,52.720083,-47.979250,13.15,Hor
IC1950,IC,,,Galaxy,52.768833,-50.433417,14.47,Hor
IC1951,IC,,,Galaxy,52.734708,-53.126194,17.13,Hor
IC1952,IC,,,Galaxy,53.361125,-23.712778,13.52,Eri
IC1953,IC,,,Galaxy,53.424458,-21.478639,11.96,Eri
IC1954,IC,,,Galaxy,52.880792,-51.904833,11.58,Hor
IC1955,IC,,,Galaxy,52.852833,-57.241861,15.77,Ret
IC1956,IC,,,Galaxy,53.888208,5.067000,15.53,Tau
IC1957,IC,,,Galaxy,53.056167,-52.456639,16.54,Hor
IC1958,IC,,,Galaxy,53.193375,-51.441694,16.03,Hor
IC1959,IC,,,Galaxy,53.302458,-50.414250,12.83,Hor
IC1960,IC,,,Galaxy,53.137375,-57.206611,15.21,Ret
IC1961,IC,,,Galaxy,53.388958,-48.950639,15.48,Hor
IC1962,IC,,,Galaxy,53.906208,-21.294056,14.76,Eri
IC1963,IC,,,Duplicate,53.879333,-34.447056,,For
IC1964,IC,,,Galaxy,53.375333,-53.173139,16.61,Ret
IC1965,IC,,,Galaxy,53.296000,-56.554083,15.09,Ret
IC1966,IC,,,Galaxy,53.514125,-51.322250,15.61,Hor
IC1967,IC,,,Galaxy,54.448833,3.271028,14.94,Tau
IC1968,IC,,,Galaxy,53.657458,-50.651278,16.20,Hor
IC1969,IC,,,Galaxy,54.057750,-45.179611,14.88,Hor
IC1970,IC,,,Galaxy,54.131333,-43.956833,12.44,Hor
IC1971,IC,,,Galaxy,53.989125,-52.651250,15.90,Hor
IC1972,IC,,,Galaxy,54.088833,-51.968139,16.41,Hor
IC1973,IC,,,Galaxy,54.087583,-51.994167,16.71,Hor
IC1974,IC,,,Galaxy,54.176000,-49.550278,15.91,Hor
IC1975,IC,,,Galaxy,54.764792,-15.500139,15.57,Eri
IC1976,IC,,,Galaxy,54.286500,-47.437917,15.78,Hor
IC1977,IC,,,Galaxy,55.188000,17.741167,14.56,Tau
IC1978,IC,,,Galaxy,54.273292,-50.150833,15.70,Hor
IC1979,IC,,,Double Star,54.192792,-57.944556,,Ret
IC1980,IC,,,Galaxy,54.245792,-57.973861,14.94,Ret
IC1981,IC,,,Duplicate,55.122375,-26.862250,,For
IC1982,IC,,,Galaxy,54.426958,-57.776278,15.66,Ret
IC1983,IC,,,Duplicate,55.236917,-22.564472,,Eri
IC1984,IC,,,Galaxy,54.959292,-47.075833,16.39,Hor
IC1985,IC,,,Duplicate,56.142458,32.162833,,Per
IC1986,IC,,,Galaxy,55.146458,-45.355806,14.63,Hor
IC1987,IC,,,GGroup,55.046958,-55.054806,,Ret
IC1987 NED01,IC,,,Galaxy,55.040375,-55.054889,16.50,Ret
IC1987 NED02,IC,,,Galaxy,55.048083,-55.059083,15.95,Ret
IC1987 NED03,IC,,,Galaxy,55.050167,-55.053444,16.39,Ret
IC1987 NED04,IC,,,Galaxy,55.050875,-55.056278,,Ret
IC1988,IC,,,Other,55.690042,-39.887111,,Eri
IC1989,IC,,,Galaxy,55.477792,-50.957806,14.61,Hor
IC1990,IC,,,Neb,56.807625,24.333889,,Tau
IC1991,IC,,,Galaxy,56.194958,-51.523417,16.18,Hor
IC1992,IC,,,Other,56.283500,-51.004694,,Hor
IC1993,IC,,,Galaxy,56.770042,-33.709861,11.90,For
IC1994,IC,,,Galaxy,56.479375,-51.643333,16.02,Hor
IC1995,IC,,,Neb,57.577250,25.580778,,Tau
IC1996,IC,,,Galaxy,56.282042,-57.324806,16.32,Ret
IC1997,IC,,,Galaxy,56.216250,-59.137667,13.47,Ret
IC1998,IC,,,Galaxy,57.880500,1.189806,15.69,Tau
IC1999,IC,,,Galaxy,56.928500,-56.952083,15.08,Ret
IC2000,IC,,,Galaxy,57.282250,-48.858194,12.38,Hor
IC2001,IC,,,Double Star,57.715500,-48.599639,,Hor
IC2002,IC,,,Duplicate,58.626458,10.707000,,Tau
IC2003,IC,,,Planetary Nebula,59.091792,33.874861,11.40,Per
IC2004,IC,,,Galaxy,57.940542,-49.419611,14.99,Hor
IC2005,IC,,,Galaxy,59.414750,36.787472,15.76,Per
IC2006,IC,,,Galaxy,58.618542,-35.967139,11.34,Eri
IC2007,IC,,,Galaxy,58.844833,-28.158333,13.73,Eri
IC2008,IC,,,Duplicate,58.844833,-28.158333,,Eri
IC2009,IC,,,Galaxy,58.395208,-48.989472,14.90,Hor
IC2010,IC,,,Galaxy,57.991792,-59.929361,13.71,Ret
IC2011,IC,,,Double Star,58.113125,-57.468417,,Ret
IC2012,IC,,,GPair,58.230500,-58.651000,,Ret
IC2012 NED01,IC,,,Galaxy,58.230250,-58.649556,16.28,Ret
IC2013,IC,,,Other,59.183583,-17.109500,,Eri
IC2014,IC,,,Galaxy,58.840333,-56.746306,15.67,Ret
IC2015,IC,,,Galaxy,59.547583,-40.389139,15.66,Hor
IC2016,IC,,,Galaxy,60.499458,20.240444,15.70,Tau
IC2017,IC,,,Galaxy,59.164042,-59.394750,15.00,Ret
IC2018,IC,,,Galaxy,59.477208,-52.781111,14.78,Dor
IC2019,IC,,,Galaxy,60.473542,5.639444,15.24,Tau
IC2020,IC,,,Galaxy,59.721417,-54.057611,15.62,Ret
IC2021,IC,,,Galaxy,59.849708,-52.656722,15.76,Dor
IC2022,IC,,,Galaxy,59.666708,-59.043667,16.14,Ret
IC2023,IC,,,Galaxy,59.919292,-52.681139,15.86,Dor
IC2024,IC,,,Galaxy,60.017250,-53.371000,15.55,Ret
IC2025,IC,,,Galaxy,60.096583,-53.065611,15.30,Ret
IC2026,IC,,,Duplicate,60.980000,-11.179028,,Eri
IC2027,IC,,,Galaxy,61.664958,37.115750,16.00,Per
IC2028,IC,,,Galaxy,60.325958,-52.707444,14.22,Dor
IC2029,IC,,,Galaxy,60.324792,-52.800778,15.74,Dor
IC2030,IC,,,Other,61.234542,-19.231472,,Eri
IC2031,IC,,,Galaxy,61.561333,-5.651889,15.80,Eri
IC2032,IC,,,Galaxy,61.762667,-55.323833,14.73,Dor
IC2033,IC,,,Galaxy,61.810083,-53.680917,14.99,Dor
IC2034,IC,,,Galaxy,61.653458,-57.961389,15.90,Ret
IC2035,IC,,,Galaxy,62.257792,-45.517528,11.75,Hor
IC2036,IC,,,Galaxy,62.479583,-39.688694,14.45,Hor
IC2037,IC,,,Galaxy,62.079167,-58.751167,14.78,Ret
IC2038,IC,,,Galaxy,62.223958,-55.989556,14.68,Dor
IC2039,IC,,,Galaxy,62.259875,-56.011694,14.26,Dor
IC2040,IC,,,Galaxy,63.249042,-32.553278,13.68,Eri
IC2041,IC,,,Galaxy,63.145417,-32.817361,14.68,Eri
IC2042,IC,,,Star,62.930250,-47.270083,10.94,Hor
IC2043,IC,,,Galaxy,62.789375,-53.686639,14.51,Dor
IC2044,IC,,,Galaxy,62.808208,-54.532556,16.51,Dor
IC2045,IC,,,Galaxy,63.650042,-13.174917,15.49,Eri
IC2046,IC,,,Galaxy,62.852250,-54.673194,15.15,Dor
IC2047,IC,,,Duplicate,63.733667,-13.191722,,Eri
IC2048,IC,,,Duplicate,63.145417,-32.817361,,Eri
IC2049,IC,,,Galaxy,63.017833,-58.557000,14.74,Ret
IC2050,IC,,,Galaxy,63.483875,-53.475361,13.80,Dor
IC2051,IC,,,Galaxy,58.003458,-83.830694,11.23,Men
IC2052,IC,,,Galaxy,63.743833,-54.336194,15.37,Dor
IC2053,IC,,,Galaxy,63.981750,-49.358333,15.27,Dor
IC2054,IC,,,Galaxy,61.859750,-78.253306,16.38,Men
IC2055,IC,,,Other,64.452167,-48.924111,,Dor
IC2056,IC,,,Galaxy,64.102250,-60.206806,11.87,Ret
IC2057,IC,,,Galaxy,65.483708,4.048639,15.18,Tau
IC2058,IC,,,Galaxy,64.476458,-55.932889,13.76,Dor
IC2059,IC,,,Galaxy,65.109583,-31.724583,13.98,Eri
IC2060,IC,,,Galaxy,64.472333,-56.616250,13.91,Ret
IC2061,IC,,,Other,66.000542,21.083194,,Tau
IC2062,IC,,,Star,68.007750,71.919861,,Cam
IC2063,IC,,,Galaxy,65.668000,-15.660500,14.83,Eri
IC2064,IC,,,Galaxy,65.861417,-15.685167,15.75,Eri
IC2065,IC,,,Galaxy,65.366583,-55.933306,14.61,Dor
IC2066,IC,,,Galaxy,65.884708,-54.733389,15.27,Dor
IC2067,IC,,,Neb,67.712625,35.446167,11.49,Per
IC2068,IC,,,Galaxy,66.653667,-42.093722,14.27,Cae
IC2069,IC,,,Other,66.483917,-48.208056,,Cae
IC2070,IC,,,Galaxy,66.148708,-57.980889,14.50,Dor
IC2071,IC,,,GGroup,66.554958,-53.152111,,Dor
IC2072,IC,,,Other,66.727500,-48.377500,,Cae
IC2073,IC,,,Galaxy,66.641000,-53.187333,13.72,Dor
IC2074,IC,,,Other,67.845958,7.702611,,Tau
IC2075,IC,,,Duplicate,67.714958,-5.798278,,Eri
IC2076,IC,,,Other,67.032542,-48.228861,,Cae
IC2077,IC,,,Duplicate,68.025500,0.567361,,Tau
IC2078,IC,,,Star,67.967583,-4.698694,14.40,Eri
IC2079,IC,,,Galaxy,67.128417,-53.737917,14.00,Dor
IC2080,IC,,,Galaxy,67.967292,-5.756833,15.84,Eri
IC2081,IC,,,Galaxy,67.253750,-53.613694,13.27,Dor
IC2082,IC,,,GPair,67.281667,-53.827222,,Dor
IC2082 NED01,IC,,,Galaxy,67.284208,-53.827944,12.79,Dor
IC2082 NED02,IC,,,Galaxy,67.279250,-53.826694,13.77,Dor
IC2083,IC,,,Galaxy,67.684458,-53.980833,14.93,Dor
IC2084,IC,,,Other,68.025708,-48.288306,,Cae
IC2085,IC,,,Galaxy,67.851000,-54.416833,13.18,Dor
IC2086,IC,,,Galaxy,67.884042,-53.647639,15.71,Dor
IC2087,IC,,,Neb,69.999875,25.742222,,Tau
IC2088,IC,,,Neb,67.769000,26.607028,,Tau
IC2089,IC,,,Galaxy,68.210167,-75.539444,15.13,Men
IC2090,IC,,,Other,71.183625,-33.994083,,Cae
IC2091,IC,,,Other,71.663417,-4.671806,,Eri
IC2092,IC,,,Other,71.698417,-4.943361,,Eri
IC2093,IC,,,Star,71.884500,-2.709028,,Ori
IC2094,IC,,,Galaxy,72.103458,-5.352639,15.82,Eri
IC2095,IC,,,Galaxy,72.190125,-5.124806,16.13,Eri
IC2096,IC,,,Other,72.420250,-4.978639,,Eri
IC2097,IC,,,Galaxy,72.600917,-5.081222,15.33,Eri
IC2098,IC,,,Galaxy,72.684625,-5.418667,14.66,Eri
IC2099,IC,,,Duplicate,72.716958,-4.892722,,Eri
IC2100,IC,,,Double Star,72.812250,-4.830917,,Eri
IC2101,IC,,,Galaxy,72.926000,-6.231444,14.42,Eri
IC2102,IC,,,Galaxy,72.980500,-4.951611,14.52,Eri
IC2103,IC,,,Galaxy,69.950208,-76.836806,14.67,Men
IC2104,IC,,,Galaxy,74.079000,-15.797889,13.79,Lep
IC2105,IC,,,Cluster+Nebula,72.361083,-69.200917,11.30,Dor
IC2106,IC,,,Galaxy,74.141208,-28.503917,13.79,Cae
IC2107,IC,,,Duplicate,74.585875,8.238361,,Ori
IC2108,IC,,,Duplicate,74.321125,-15.289000,,Lep
IC2109,IC,,,Star,74.746583,-0.305306,,Ori
IC2110,IC,,,Star,74.757500,-0.302639,,Ori
IC2111,IC,,,Cluster+Nebula,72.967167,-69.392167,,Dor
IC2112,IC,,,Galaxy,75.125625,4.386528,15.36,Ori
IC2113,IC,,,Duplicate,74.882625,-15.823639,,Lep
IC2114,IC,,,Duplicate,73.608208,-69.184111,,Dor
IC2115,IC,,,Star,74.286333,-66.390194,11.27,Dor
IC2116,IC,,,HII Region,74.317750,-66.389028,14.21,Dor
IC2117,IC,,,Cluster+Nebula,74.313375,-68.441472,,Dor
IC2118,IC,,,Duplicate,76.231000,-7.265639,,Eri
IC2119,IC,,,Galaxy,76.712292,-20.345194,14.69,Lep
IC2120,IC,,,Other,79.792917,38.185000,,Aur
IC2121,IC,,,Duplicate,79.936917,-25.064333,,Lep
IC2122,IC,,,Galaxy,79.755833,-37.089389,13.93,Col
IC2123,IC,,,Duplicate,80.486250,3.486389,,Ori
IC2124,IC,,,Duplicate,80.494917,3.482167,,Ori
IC2125,IC,,,Galaxy,81.117167,-27.016056,14.50,Lep
IC2126,IC,,,Duplicate,80.494625,-67.957389,,Dor
IC2127,IC,,,Duplicate,80.558167,-67.978306,,Dor
IC2128,IC,,,Cluster+Nebula,80.684042,-68.061083,11.10,Dor
IC2129,IC,,,Galaxy,82.960292,-23.145056,13.85,Lep
IC2130,IC,,,Duplicate,82.960292,-23.145056,,Lep
IC2131,IC,,,Duplicate,83.077292,-17.223861,,Lep
IC2132,IC,,,Galaxy,83.119458,-13.927111,14.15,Lep
IC2133,IC,,,Duplicate,85.519375,69.378444,,Cam
IC2134,IC,,,Globular Cluster,80.774333,-75.446833,13.94,Men
IC2135,IC,,,Galaxy,83.303750,-36.398833,13.28,Col
IC2136,IC,,,Duplicate,83.303750,-36.398833,,Col
IC2137,IC,,,Galaxy,83.590333,-23.533333,13.94,Lep
IC2138,IC,,,Duplicate,83.590333,-23.533333,,Lep
IC2139,IC,,,Stellar Association,83.817625,-17.933667,,Lep
IC2140,IC,,,Globular Cluster,83.341292,-75.375361,13.48,Men
IC2141,IC,,,Stellar Association,85.593083,-51.032861,,Pic
IC2142,IC,,,Galaxy,83.288167,-78.019417,15.53,Men
IC2143,IC,,,Galaxy,86.719208,-18.726389,13.42,Lep
IC2144,IC,,,HII Region,87.557875,23.872417,,Tau
IC2145,IC,,,Neb,85.103125,-69.670306,12.00,Dor
IC2146,IC,,,Globular Cluster,84.445542,-74.783194,12.41,Men
IC2147,IC,,,Galaxy,85.866917,-30.495028,13.62,Col
IC2148,IC,,,Globular Cluster,84.799417,-75.562444,14.23,Men
IC2149,IC,,,Planetary Nebula,89.099542,46.104778,10.78,Aur
IC2150,IC,,,Galaxy,87.827333,-38.320472,12.94,Col
IC2151,IC,,,Galaxy,88.151792,-17.787278,14.17,Lep
IC2152,IC,,,Galaxy,89.472542,-23.180778,13.49,Lep
IC2153,IC,,,GPair,90.021583,-33.919750,,Col
IC2153 NED01,IC,,,Galaxy,90.017625,-33.920083,14.26,Col
IC2153 NED02,IC,,,Galaxy,90.022667,-33.918194,14.33,Col
IC2154,IC,,,Duplicate,90.282542,-23.672639,,Lep
IC2155,IC,,,Galaxy,90.160125,-33.997333,16.54,Col
IC2156,IC,,,Open Cluster,91.218375,24.158444,,Gem
IC2157,IC,,,Open Cluster,91.198250,24.071028,8.40,Gem
IC2158,IC,,,Galaxy,91.324833,-27.856972,12.91,Col
IC2159,IC,,,Neb,92.490083,20.431389,,Ori
IC2160,IC,,,Galaxy,88.869000,-76.920250,13.11,Men
IC2161,IC,,,Globular Cluster,89.353583,-75.139472,14.24,Men
IC2162,IC,,,HII Region,93.269583,17.980083,,Ori
IC2163,IC,,,Galaxy,94.116583,-21.375861,11.11,CMa
IC2164,IC,,,Galaxy,91.717750,-75.364694,14.57,Men
IC2165,IC,,,Planetary Nebula,95.427917,-12.987222,10.50,CMa
IC2166,IC,,,Galaxy,96.731833,59.080083,12.45,Lyn
IC2167,IC,,,Duplicate,97.775750,10.459278,,Mon
IC2168,IC,,,Double Star,98.448833,44.685472,,Aur
IC2169,IC,,,Duplicate,97.751333,9.897444,,Mon
IC2170,IC,,,Other,98.520458,44.688444,,Aur
IC2171,IC,,,Galaxy,101.115375,-17.932472,15.19,CMa
IC2172,IC,,,Duplicate,101.714875,1.316000,,Mon
IC2173,IC,,,Star,102.696500,33.458056,,Gem
IC2174,IC,,,Galaxy,107.273375,75.353028,13.55,Cam
IC2175,IC,,,Double Star,107.165250,35.288250,,Gem
IC2176,IC,,,Galaxy,106.882625,32.469750,15.12,Gem
IC2177,IC,,,Reflection Nebula,106.153792,-10.471056,,Mon
IC2178,IC,,,Galaxy,106.906917,32.512389,16.01,Gem
IC2179,IC,,,Galaxy,108.884625,64.926194,12.51,Cam
IC2180,IC,,,Galaxy,107.831583,26.371528,14.96,Gem
IC2181,IC,,,Galaxy,108.293125,18.995833,14.78,Gem
IC2182,IC,,,Galaxy,108.545958,18.945028,14.89,Gem
IC2183,IC,,,Other,109.234500,-20.410472,,CMa
IC2184,IC,,,GGroup,112.355833,72.128889,,Cam
IC2184 NED01,IC,,,Galaxy,112.350667,72.127889,14.29,Cam
IC2184 NED02,IC,,,Galaxy,112.362583,72.130972,14.00,Cam
IC2185,IC,,,Galaxy,110.816833,32.495333,14.88,Gem
IC2186,IC,,,Galaxy,110.699083,21.529250,16.09,Gem
IC2187,IC,,,Galaxy,110.680458,21.483361,15.10,Gem
IC2188,IC,,,Galaxy,110.679917,21.513028,15.05,Gem
IC2189,IC,,,Other,111.239958,8.920694,,CMi
IC2190,IC,,,Galaxy,112.476250,37.451750,14.68,Aur
IC2191,IC,,,Galaxy,112.572750,24.327722,15.18,Gem
IC2192,IC,,,Galaxy,113.334625,31.361389,15.56,Gem
IC2193,IC,,,Galaxy,113.348792,31.483556,14.62,Gem
IC2194,IC,,,Galaxy,113.417458,31.334417,14.96,Gem
IC2195,IC,,,Other,112.115125,-51.257417,,Car
IC2196,IC,,,Galaxy,113.540583,31.405667,13.92,Gem
IC2197,IC,,,Galaxy,113.605458,31.422000,17.07,Gem
IC2198,IC,,,Galaxy,113.546375,23.966333,15.27,Gem
IC2199,IC,,,Galaxy,113.732250,31.276250,13.55,Gem
IC2200,IC,,,Galaxy,112.072958,-62.352917,13.16,Car
IC2201,IC,,,Galaxy,114.070042,33.122722,14.91,Gem
IC2202,IC,,,Galaxy,111.978083,-67.574222,13.60,Vol
IC2203,IC,,,Galaxy,115.140042,34.230056,14.58,Gem
IC2204,IC,,,Galaxy,115.325417,34.232167,16.26,Gem
IC2205,IC,,,Galaxy,116.727375,26.872333,14.98,Gem
IC2206,IC,,,Star,116.459958,-34.330167,10.50,Pup
IC2207,IC,,,Galaxy,117.462042,33.962278,15.15,Gem
IC2208,IC,,,Galaxy,118.032667,27.483917,15.18,Gem
IC2209,IC,,,Galaxy,119.059208,60.304083,13.80,Cam
IC2210,IC,,,Double Star,119.235375,56.682333,,Lyn
IC2211,IC,,,Galaxy,119.440250,32.558111,14.56,Gem
IC2212,IC,,,Galaxy,119.738333,32.612250,15.70,Gem
IC2213,IC,,,Galaxy,119.777292,27.464000,15.44,Gem
IC2214,IC,,,Galaxy,119.974208,33.290528,14.45,Lyn
IC2215,IC,,,Other,119.888125,24.928972,,Gem
IC2216,IC,,,Double Star,119.864792,5.614500,,CMi
IC2217,IC,,,Galaxy,120.207208,27.500306,14.30,Cnc
IC2218,IC,,,Galaxy,120.410375,24.432444,15.57,Cnc
IC2219,IC,,,Galaxy,120.652208,27.437500,14.41,Cnc
IC2220,IC,,Toby Jug Nebula,Reflection Nebula,119.212292,-59.125778,,Car
IC2221,IC,,,Galaxy,121.283125,37.450639,16.22,Lyn
IC2222,IC,,,Galaxy,121.311542,37.472583,15.43,Lyn
IC2223,IC,,,Galaxy,121.459625,37.460056,16.31,Lyn
IC2224,IC,,,Duplicate,121.459625,37.460056,,Lyn
IC2225,IC,,,Galaxy,121.367167,35.946694,14.76,Lyn
IC2226,IC,,,Galaxy,121.546750,12.543500,13.43,Cnc
IC2227,IC,,,Galaxy,121.779917,36.233472,14.19,Lyn
IC2228,IC,,,Star,121.773542,8.025361,,Cnc
IC2229,IC,,,Duplicate,122.434000,25.881611,,Cnc
IC2230,IC,,,Galaxy,122.735625,25.684694,15.67,Cnc
IC2231,IC,,,Galaxy,122.756667,5.087333,14.91,CMi
IC2232,IC,,,Duplicate,123.241333,36.254639,,Lyn
IC2233,IC,,,Galaxy,123.495458,45.742139,12.61,Lyn
IC2234,IC,,,Galaxy,123.465083,35.492917,15.98,Lyn
IC2235,IC,,,Double Star,123.390958,24.076778,,Cnc
IC2236,IC,,,Double Star,123.406333,24.048806,,Cnc
IC2237,IC,,,Star,123.533708,24.679306,,Cnc
IC2238,IC,,,Star,123.535875,24.661889,,Cnc
IC2239,IC,,,Galaxy,123.528292,23.866361,15.24,Cnc
IC2240,IC,,,Star,123.697833,24.467556,,Cnc
IC2241,IC,,,Double Star,123.786000,24.129389,,Cnc
IC2242,IC,,,Star,123.797750,24.132944,,Cnc
IC2243,IC,,,Star,123.826792,23.962278,,Cnc
IC2244,IC,,,Star,123.842792,24.545833,,Cnc
IC2245,IC,,,Star,123.868417,24.536056,,Cnc
IC2246,IC,,,Star,124.003292,23.849750,,Cnc
IC2247,IC,,,Galaxy,123.996250,23.199611,14.04,Cnc
IC2248,IC,,,Galaxy,124.020042,23.134028,15.03,Cnc
IC2249,IC,,,Galaxy,124.143458,24.493722,16.54,Cnc
IC2250,IC,,,Galaxy,124.134000,23.632972,16.58,Cnc
IC2251,IC,,,Double Star,124.161625,23.949639,,Cnc
IC2252,IC,,,Star,124.174792,24.693889,,Cnc
IC2253,IC,,,Galaxy,124.141167,21.409889,14.70,Cnc
IC2254,IC,,,Galaxy,124.189625,24.780222,15.28,Cnc
IC2255,IC,,,Double Star,124.179917,23.457111,,Cnc
IC2256,IC,,,Galaxy,124.226792,24.176833,15.13,Cnc
IC2257,IC,,,Double Star,124.295042,23.649917,,Cnc
IC2258,IC,,,Star,124.318500,23.577528,,Cnc
IC2259,IC,,,Star,124.325625,23.565639,,Cnc
IC2260,IC,,,Star,124.364917,24.673250,,Cnc
IC2261,IC,,,Double Star,124.386750,23.512333,,Cnc
IC2262,IC,,,Star,124.344000,18.454500,,Cnc
IC2263,IC,,,Star,124.420500,23.580111,,Cnc
IC2264,IC,,,Star,124.437208,23.714750,,Cnc
IC2265,IC,,,Star,124.459292,24.193528,,Cnc
IC2266,IC,,,Star,124.410208,18.410361,,Cnc
IC2267,IC,,,Galaxy,124.506708,24.735333,15.20,Cnc
IC2268,IC,,,Galaxy,124.527333,24.796444,15.47,Cnc
IC2269,IC,,,Galaxy,124.536500,23.047583,15.60,Cnc
IC2270,IC,,,Double Star,124.501542,19.097667,,Cnc
IC2271,IC,,,Galaxy,124.582083,24.526917,15.42,Cnc
IC2272,IC,,,Double Star,124.529875,18.735889,,Cnc
IC2273,IC,,,Star,124.553417,18.401667,,Cnc
IC2274,IC,,,Other,124.558375,18.665833,,Cnc
IC2275,IC,,,Star,124.557167,18.411444,,Cnc
IC2276,IC,,,Other,124.622375,18.477722,,Cnc
IC2277,IC,,,Star,124.635167,18.650056,,Cnc
IC2278,IC,,,Other,124.643542,18.461528,,Cnc
IC2279,IC,,,Star,124.648000,18.567944,,Cnc
IC2280,IC,,,Star,124.660500,18.449750,,Cnc
IC2281,IC,,,Star,124.725625,18.909111,12.29,Cnc
IC2282,IC,,,Galaxy,124.814708,24.792639,13.93,Cnc
IC2283,IC,,,Star,124.823042,24.786417,,Cnc
IC2284,IC,,,Star,124.744500,18.605583,,Cnc
IC2285,IC,,,Double Star,124.761708,18.914667,,Cnc
IC2286,IC,,,Star,124.767042,18.956111,,Cnc
IC2287,IC,,,Star,124.781792,19.400472,,Cnc
IC2288,IC,,,Galaxy,124.843250,23.747306,15.62,Cnc
IC2289,IC,,,Star,124.781833,18.498278,,Cnc
IC2290,IC,,,Galaxy,124.816083,19.313250,15.34,Cnc
IC2291,IC,,,Star,124.825625,18.508389,,Cnc
IC2292,IC,,,Star,124.841625,19.563583,,Cnc
IC2293,IC,,,Galaxy,124.883792,21.394306,14.37,Cnc
IC2294,IC,,,Star,124.858500,18.984694,,Cnc
IC2295,IC,,,Double Star,124.862458,18.414222,,Cnc
IC2296,IC,,,Star,124.868958,18.898750,,Cnc
IC2297,IC,,,Star,125.019250,18.381972,,Cnc
IC2298,IC,,,Star,125.029500,18.403111,,Cnc
IC2299,IC,,,Double Star,125.039208,19.337444,,Cnc
IC2300,IC,,,Star,125.052500,18.420056,,Cnc
IC2301,IC,,,Star,125.058042,18.433750,,Cnc
IC2302,IC,,,Star,125.072000,19.357222,,Cnc
IC2303,IC,,,Star,125.080292,19.419000,,Cnc
